,Failo URL,TS pavadiniams,Kategorijos,Puslapio URL
170,https://www.litgrid.eu/uploads/files/dir568/dir28/dir1/2_0.php,110 kV įtampos viengrandės inkarinės atramos (posūkio kampas iki 30 laipsnių II variantas) tipinis projektas (2021-01-11 Nr. 21NU-7),/Statybinei daliai/Tipiniai atramų techniniai projekta,https://www.litgrid.eu/index.php/tinklo-pletra/standartiniai-techniniai-reikalavimai/statybine-dalis/tipinis-techninis-projektas/31143
171,https://www.litgrid.eu/uploads/files/dir568/dir28/dir1/3_0.php,110 kV įtampos viengrandės inkarinės atramos (posūkio kampas nuo 31 iki 60 laipsnių I variantas) tipinis projektas (2021-01-11 Nr. 21NU-7),/Statybinei daliai/Tipiniai atramų techniniai projekta,https://www.litgrid.eu/index.php/tinklo-pletra/standartiniai-techniniai-reikalavimai/statybine-dalis/tipinis-techninis-projektas/31143
172,https://www.litgrid.eu/uploads/files/dir568/dir28/dir1/4_0.php,110 kV įtampos viengrandės inkarinės atramos (posūkio kampas nuo 31 iki 60 laipsnių II variantas) tipinis projektas (2021-01-11 Nr. 21NU-7),/Statybinei daliai/Tipiniai atramų techniniai projekta,https://www.litgrid.eu/index.php/tinklo-pletra/standartiniai-techniniai-reikalavimai/statybine-dalis/tipinis-techninis-projektas/31143
173,https://www.litgrid.eu/uploads/files/dir568/dir28/dir1/5_0.php,110 kV įtampos viengrandės inkarinės atramos (posūkio kampas nuo 61 iki 90 laipsnių I variantas) tipinis projektas (2021-01-11 Nr. 21NU-7),/Statybinei daliai/Tipiniai atramų techniniai projekta,https://www.litgrid.eu/index.php/tinklo-pletra/standartiniai-techniniai-reikalavimai/statybine-dalis/tipinis-techninis-projektas/31143
174,https://www.litgrid.eu/uploads/files/dir568/dir28/dir1/6_0.php,110 kV įtampos viengrandės inkarinės atramos (posūkio kampas nuo 61 iki 90 laipsnių II variantas) tipinis projektas (2021-01-11 Nr. 21NU-7),/Statybinei daliai/Tipiniai atramų techniniai projekta,https://www.litgrid.eu/index.php/tinklo-pletra/standartiniai-techniniai-reikalavimai/statybine-dalis/tipinis-techninis-projektas/31143
175,https://www.litgrid.eu/uploads/files/dir542/dir27/dir1/1_0.php,330 kV įtampos OL dviejų grandžių tarpinės kampinės atramos projektas (2019-12-31 Nr. 19NU-472),/Statybinei daliai/Tipiniai atramų techniniai projekta,https://www.litgrid.eu/index.php/tinklo-pletra/standartiniai-techniniai-reikalavimai/statybine-dalis/tipinis-techninis-projektas/31143
176,https://www.litgrid.eu/uploads/files/dir541/dir27/dir1/13_0.php,330 kV įtampos OL dviejų grandžių inkarinės atramos (posūkio kampas nuo 0 iki 30 laipsnių) projektas  (2019-12-31 Nr. 19NU-472),/Statybinei daliai/Tipiniai atramų techniniai projekta,https://www.litgrid.eu/index.php/tinklo-pletra/standartiniai-techniniai-reikalavimai/statybine-dalis/tipinis-techninis-projektas/31143
177,https://www.litgrid.eu/uploads/files/dir541/dir27/dir1/19_0.php,330 kV įtampos OL dviejų grandžių inkarinės atramos (posūkio kampas nuo 31 iki 60 laipsnių) projektas  (2019-12-31 Nr. 19NU-472),/Statybinei daliai/Tipiniai atramų techniniai projekta,https://www.litgrid.eu/index.php/tinklo-pletra/standartiniai-techniniai-reikalavimai/statybine-dalis/tipinis-techninis-projektas/31143
178,https://www.litgrid.eu/uploads/files/dir542/dir27/dir1/0_0.php,330 kV įtampos OL dviejų grandžių inkarinės atramos (posūkio kampas nuo 61 iki 90 laipsnių) projektas  (2019-12-31 Nr. 19NU-472),/Statybinei daliai/Tipiniai atramų techniniai projekta,https://www.litgrid.eu/index.php/tinklo-pletra/standartiniai-techniniai-reikalavimai/statybine-dalis/tipinis-techninis-projektas/31143
179,https://www.litgrid.eu/uploads/files/dir541/dir27/dir1/18_0.php,330 kV įtampos viengrandės inkarinės atramos (posūkio kampas iki 5 laipsnių) tipinis projektas (2018-12-10 Nr. 18NU-346),/Statybinei daliai/Tipiniai atramų techniniai projekta,https://www.litgrid.eu/index.php/tinklo-pletra/standartiniai-techniniai-reikalavimai/statybine-dalis/tipinis-techninis-projektas/31143
180,https://www.litgrid.eu/uploads/files/dir541/dir27/dir1/17_0.php,330 kV įtampos viengrandės inkarinės atramos (posūkio kampas nuo 6 iki 30 laipsnių) tipinis projektas (2018-12-10 Nr. 18NU-346),/Statybinei daliai/Tipiniai atramų techniniai projekta,https://www.litgrid.eu/index.php/tinklo-pletra/standartiniai-techniniai-reikalavimai/statybine-dalis/tipinis-techninis-projektas/31143
181,https://www.litgrid.eu/uploads/files/dir541/dir27/dir1/16_0.php,330 kV įtampos viengrandės inkarinės atramos (posūkio kampas nuo 31 iki 60 laipsnių) tipinis projektas (2018-12-10 Nr. 18NU-346),/Statybinei daliai/Tipiniai atramų techniniai projekta,https://www.litgrid.eu/index.php/tinklo-pletra/standartiniai-techniniai-reikalavimai/statybine-dalis/tipinis-techninis-projektas/31143
182,https://www.litgrid.eu/uploads/files/dir541/dir27/dir1/15_0.php,330 kV įtampos viengrandės inkarinės atramos (posūkio kampas nuo 61 iki 90 laipsnių) tipinis projektas (2018-12-10 Nr. 18NU-346),/Statybinei daliai/Tipiniai atramų techniniai projekta,https://www.litgrid.eu/index.php/tinklo-pletra/standartiniai-techniniai-reikalavimai/statybine-dalis/tipinis-techninis-projektas/31143
183,https://www.litgrid.eu/uploads/files/dir603/dir30/dir1/15_0.php,Valdomai kamerai,/Apsauginei ir gaisrinei signalzacija,https://www.litgrid.eu/index.php/tinklo-pletra/standartiniai-techniniai-reikalavimai/apsaugine-ir-gaisrine-signalizacija/3961
184,https://www.litgrid.eu/uploads/files/dir603/dir30/dir1/13_0.php,Fiksuotai vidaus vaizdo kamerai,/Apsauginei ir gaisrinei signalzacija,https://www.litgrid.eu/index.php/tinklo-pletra/standartiniai-techniniai-reikalavimai/apsaugine-ir-gaisrine-signalizacija/3961
185,https://www.litgrid.eu/uploads/files/dir603/dir30/dir1/14_0.php,Fiksuotai lauko vaizdo kamerai,/Apsauginei ir gaisrinei signalzacija,https://www.litgrid.eu/index.php/tinklo-pletra/standartiniai-techniniai-reikalavimai/apsaugine-ir-gaisrine-signalizacija/3961
186,https://www.litgrid.eu/uploads/files/dir536/dir26/dir1/0_0.php,Serijinio rakinimo sistemos pakabinamoms spynoms (2019-06-28 Nr. 19NU-222),/Apsauginei ir gaisrinei signalzacija,https://www.litgrid.eu/index.php/tinklo-pletra/standartiniai-techniniai-reikalavimai/apsaugine-ir-gaisrine-signalizacija/3961
187,https://www.litgrid.eu/uploads/files/dir536/dir26/dir1/1_0.php,Serijinio rakinimo sistemos cilindrams (2019-06-28 Nr. 19NU-222),/Apsauginei ir gaisrinei signalzacija,https://www.litgrid.eu/index.php/tinklo-pletra/standartiniai-techniniai-reikalavimai/apsaugine-ir-gaisrine-signalizacija/3961
188,https://www.litgrid.eu/uploads/files/dir553/dir27/dir1/19_0.php,Vaizdo įrašymo įrenginiui (2020-08-25 Nr. 20NU-281),/Apsauginei ir gaisrinei signalzacija,https://www.litgrid.eu/index.php/tinklo-pletra/standartiniai-techniniai-reikalavimai/apsaugine-ir-gaisrine-signalizacija/3961
189,https://www.litgrid.eu/uploads/files/dir536/dir26/dir1/6_0.php,Perimetro sensoriniam kabeliui ir jo valdikliui (2019-04-18 Nr. 19NU-121),/Apsauginei ir gaisrinei signalzacija,https://www.litgrid.eu/index.php/tinklo-pletra/standartiniai-techniniai-reikalavimai/apsaugine-ir-gaisrine-signalizacija/3961
190,https://www.litgrid.eu/uploads/files/dir536/dir26/dir1/7_0.php,Lauko judesio davikliui (2019-04-18 Nr. 19NU-121),/Apsauginei ir gaisrinei signalzacija,https://www.litgrid.eu/index.php/tinklo-pletra/standartiniai-techniniai-reikalavimai/apsaugine-ir-gaisrine-signalizacija/3961
191,https://www.litgrid.eu/uploads/files/dir536/dir26/dir1/8_0.php,Įeigos kontrolės kortelių skaitytuvui (2019-01-09 Nr.19NU- 6),/Apsauginei ir gaisrinei signalzacija,https://www.litgrid.eu/index.php/tinklo-pletra/standartiniai-techniniai-reikalavimai/apsaugine-ir-gaisrine-signalizacija/3961
192,https://www.litgrid.eu/uploads/files/dir536/dir26/dir1/9_0.php,Įeigos konrolės IP kontroleriui (2019-01-09 Nr. NU-6),/Apsauginei ir gaisrinei signalzacija,https://www.litgrid.eu/index.php/tinklo-pletra/standartiniai-techniniai-reikalavimai/apsaugine-ir-gaisrine-signalizacija/3961
193,https://www.litgrid.eu/uploads/files/dir536/dir26/dir1/11_0.php,Magnetiniam kontaktui (2019-01-09 Nr. NU-6),/Apsauginei ir gaisrinei signalzacija,https://www.litgrid.eu/index.php/tinklo-pletra/standartiniai-techniniai-reikalavimai/apsaugine-ir-gaisrine-signalizacija/3961
194,https://www.litgrid.eu/uploads/files/dir536/dir26/dir1/10_0.php,Vidaus judesio davikliui (2019-01-09 Nr. NU-6),/Apsauginei ir gaisrinei signalzacija,https://www.litgrid.eu/index.php/tinklo-pletra/standartiniai-techniniai-reikalavimai/apsaugine-ir-gaisrine-signalizacija/3961
195,https://www.litgrid.eu/uploads/files/dir536/dir26/dir1/12_0.php,Apsauginės signalizacijos centralei (2019-01-09 Nr. NU-6),/Apsauginei ir gaisrinei signalzacija,https://www.litgrid.eu/index.php/tinklo-pletra/standartiniai-techniniai-reikalavimai/apsaugine-ir-gaisrine-signalizacija/3961
196,https://www.litgrid.eu/uploads/files/dir536/dir26/dir1/13_0.php,Rankiniam gaisro pavojaus mygtukui (2018-08-28 Nr. NU-250),/Apsauginei ir gaisrinei signalzacija,https://www.litgrid.eu/index.php/tinklo-pletra/standartiniai-techniniai-reikalavimai/apsaugine-ir-gaisrine-signalizacija/3961
197,https://www.litgrid.eu/uploads/files/dir536/dir26/dir1/14_0.php,Gaisro lauko sirenai (2018-08-28 Nr. NU-250),/Apsauginei ir gaisrinei signalzacija,https://www.litgrid.eu/index.php/tinklo-pletra/standartiniai-techniniai-reikalavimai/apsaugine-ir-gaisrine-signalizacija/3961
198,https://www.litgrid.eu/uploads/files/dir536/dir26/dir1/15_0.php,Gaisro aptikimo davikliams (2018-08-28 Nr. NU-250),/Apsauginei ir gaisrinei signalzacija,https://www.litgrid.eu/index.php/tinklo-pletra/standartiniai-techniniai-reikalavimai/apsaugine-ir-gaisrine-signalizacija/3961
199,https://www.litgrid.eu/uploads/files/dir536/dir26/dir1/16_0.php,Gaisro aptikimo centralei (2018-08-28 Nr. NU-250),/Apsauginei ir gaisrinei signalzacija,https://www.litgrid.eu/index.php/tinklo-pletra/standartiniai-techniniai-reikalavimai/apsaugine-ir-gaisrine-signalizacija/3961
200,https://www.litgrid.eu/uploads/files/dir581/dir29/dir1/2_0.php,Techninio projekto techninių specifikacijų sudarymui (2021-08-13 Nr. 21NU-261),/Techninių projektų specifikacijoms,https://www.litgrid.eu/index.php/tinklo-pletra/standartiniai-techniniai-reikalavimai/techniniu-projektu-specifikacijos/2645
201,https://www.litgrid.eu/uploads/files/dir658/dir32/dir1/7_0.php,Perdavimo tinklo objekto statybos/rekonstravimo dokumentacijos aprašas 2022-12-21 Nr. 22NU-473,/Komisijų dokumentacijai,https://www.litgrid.eu/index.php/tinklo-pletra/standartiniai-techniniai-reikalavimai/komisiju-dokumentacija/2646
202,https://www.litgrid.eu/uploads/files/dir580/dir29/dir1/17_0.php,LITGRID AB reikalavimai techninio projekto sudėčiai (2021-08-13 Nr. 21IS-147),/Techninių projektų sudėčiai,https://www.litgrid.eu/index.php/tinklo-pletra/standartiniai-techniniai-reikalavimai/techninio-projekto-sudeciai/3441
203,https://www.litgrid.eu/uploads/files/dir580/dir29/dir1/18_0.php,8 priedas. Pastabų lentelės pildymo pavyzdys,/Techninių projektų sudėčiai,https://www.litgrid.eu/index.php/tinklo-pletra/standartiniai-techniniai-reikalavimai/techninio-projekto-sudeciai/3441
204,https://www.litgrid.eu/uploads/files/dir571/dir28/dir1/10_0.php,Perdavimo tinklo dalies įrenginių atjungimų grafikas projekto įgyvendinimui,/Atjungimų grafikų formoms,https://www.litgrid.eu/index.php/tinklo-pletra/standartiniai-techniniai-reikalavimai/atjungimu-grafiku-formos/3843
205,https://www.litgrid.eu/uploads/files/dir661/dir33/dir1/1_0.php,"0,4-35 kV kertamųjų OL atjungimų grafiko forma",/Atjungimų grafikų formoms,https://www.litgrid.eu/index.php/tinklo-pletra/standartiniai-techniniai-reikalavimai/atjungimu-grafiku-formos/3843
206,https://www.litgrid.eu/uploads/files/dir449/dir22/dir1/9_0.php,Rekonstrukcijos darbų-atjungimų grafiko forma,/Atjungimų grafikų formoms,https://www.litgrid.eu/index.php/tinklo-pletra/standartiniai-techniniai-reikalavimai/atjungimu-grafiku-formos/3843
207,https://www.litgrid.eu/uploads/files/dir661/dir33/dir1/19_0.php,Minimalūs informacijos saugos reikalavimai paslaugų teikimui,/Informacijos saugai,https://www.litgrid.eu/index.php/tinklo-pletra/standartiniai-techniniai-reikalavimai/informacijos-sauga/31192
208,https://www.litgrid.eu/uploads/files/dir662/dir33/dir1/0_0.php,Minimalūs informacijos saugos reikalavimai projektavimui ir diegimui,/Informacijos saugai,https://www.litgrid.eu/index.php/tinklo-pletra/standartiniai-techniniai-reikalavimai/informacijos-sauga/31192
209,https://www.litgrid.eu/uploads/files/dir588/dir29/dir1/6_0.php,Tipinė projektinių pasiūlymų užduotis 2021-08-12 Nr. 21ĮS-146,/Tipinė projektinių pasiūlymų rengimo užduotis,https://www.litgrid.eu/index.php/tinklo-pletra/standartiniai-techniniai-reikalavimai/projektiniu-pasiulymu-rengimo-uzduotis/31671
210,https://www.litgrid.eu/uploads/files/dir655/dir32/dir1/18_0.php,Pastabų lentelė,/Viešosios konsultacijos,https://www.litgrid.eu/index.php/tinklo-pletra/standartiniai-techniniai-reikalavimai/viesosios-konsultacijos/3886
211,https://www.litgrid.eu/uploads/files/dir655/dir32/dir1/17_0.php,Reikalavimai fotovoltiniams moduliams,/Viešosios konsultacijos,https://www.litgrid.eu/index.php/tinklo-pletra/standartiniai-techniniai-reikalavimai/viesosios-konsultacijos/3886
